paper_id,word_cited_id
104129,word370
104129,word401
104129,word42
104129,word582
104129,word602
104129,word817
104129,word879
104129,word994
105684,word111
105684,word134
105684,word1614
105684,word197
105684,word1983
105684,word2
105684,word22
105684,word2216
105684,word2234
105684,word2311
105684,word2336
105684,word2352
105684,word245
105684,word2559
105684,word2569
105684,word2841
105684,word2921
105684,word2953
105684,word3236
105684,word3289
105684,word3323
105684,word3366
105684,word3600
105684,word3658
105684,word602
105684,word632
105684,word66
105684,word753
105684,word866
106003,word1030
106003,word1240
106003,word1720
106003,word1726
106003,word19
106003,word2166
106003,word2246
106003,word235
106003,word2356
106003,word2403
106003,word2461
106003,word2476
106003,word2540
106003,word2566
106003,word2616
106003,word2665
106003,word2691
106003,word2734
106003,word2753
106003,word3051
106003,word3056
106003,word3176
106003,word3289
106003,word3325
106003,word3346
106003,word3404
106003,word3448
106003,word3640
106003,word3641
106003,word370
106003,word401
106003,word402
106003,word799
106003,word879
106003,word994
106339,word1039
106339,word1357
106339,word1423
106339,word1625
106339,word1741
106339,word1985
106339,word2109
106339,word223
106339,word2240
106339,word2430
106339,word2444
106339,word2460
106339,word2499
106339,word2569
106339,word2575
106339,word2582
106339,word2605
106339,word2642
106339,word2687
106339,word2742
106339,word2746
106339,word279
106339,word2928
106339,word2966
106339,word3069
106339,word3113
106339,word3123
106339,word33
106339,word3322
106339,word337
106339,word3541
106339,word47
106339,word554
106339,word602
106339,word625
106339,word730
106339,word847
106339,word868
106339,word88
107700,word1076
107700,word1079
107700,word1184
107700,word147
107700,word1619
107700,word174
107700,word1834
107700,word1893
107700,word2171
107700,word2189
107700,word2209
107700,word2551
107700,word2577
107700,word2869
107700,word2885
107700,word3017
107700,word3031
107700,word3160
107700,word3164
107700,word3323
107700,word3379
107700,word3380
107700,word3498
107700,word3585
107700,word3657
107700,word374
107700,word538
107700,word638
107700,word640
107700,word765
107700,word798
107700,word807
107700,word879
108321,word103
108321,word1240
108321,word1517
108321,word1524
108321,word1605
108321,word1614
108321,word1618
108321,word1624
108321,word1632
108321,word1645
108321,word170
108321,word1743
108321,word1758
108321,word201
108321,word2050
108321,word209
108321,word2114
108321,word212
108321,word2279
108321,word2281
108321,word2400
108321,word2540
108321,word2616
108321,word2975
108321,word3131
108321,word3261
108321,word3311
108321,word3317
108321,word419
108321,word433
108321,word508
108321,word511
108321,word602
108321,word817
108573,word13
108573,word1635
108573,word169
108573,word170
108573,word1741
108573,word1893
108573,word1982
108573,word2144
108573,word2375
108573,word2529
108573,word2554
108573,word2719
108573,word2741
108573,word2886
108573,word2923
108573,word3048
108573,word3049
108573,word3127
108573,word3164
108573,word3185
108573,word33
108573,word3396
108573,word3473
108573,word351
108573,word3523
108573,word3525
108573,word3573
108573,word387
108573,word39
108573,word560
108573,word687
108573,word732
108573,word765
108573,word929
108573,word965
108573,word976
108580,word1009
108580,word1234
108580,word1323
108580,word169
108580,word1734
108580,word1761
108580,word1798
108580,word1847
108580,word2078
108580,word2112
108580,word2192
108580,word2340
108580,word2564
108580,word2837
108580,word2853
108580,word3020
108580,word3109
108580,word3127
108580,word3164
108580,word3648
108580,word397
108580,word553
108580,word561
108580,word564
108580,word730
108580,word732
108580,word763
108580,word834
108580,word853
108580,word988
110962,word101
110962,word1088
110962,word1185
110962,word1206
110962,word1231
110962,word1290
110962,word1776
110962,word1843
110962,word1929
110962,word1937
110962,word2145
110962,word2227
110962,word2375
110962,word2404
110962,word2619
110962,word2628
110962,word27
110962,word2705
110962,word2926
110962,word2989
110962,word301
110962,word3059
110962,word3089
110962,word3206
110962,word3334
110962,word3430
110962,word3503
110962,word3515
110962,word3555
110962,word3558
110962,word386
110962,word413
110962,word463
110962,word510
110962,word517
110962,word592
110962,word732
110962,word764
110962,word918
110962,word945
110962,word97
11099,word1022
11099,word1158
11099,word1562
11099,word169
11099,word1694
11099,word1737
11099,word1869
11099,word1969
11099,word1976
11099,word2086
11099,word2145
11099,word2340
11099,word2582
11099,word2728
11099,word281
11099,word2885
11099,word425
11099,word533
11099,word760
11099,word820
11099,word965
111340,word1263
111340,word131
111340,word132
111340,word1556
111340,word1566
111340,word1611
111340,word1620
111340,word169
111340,word1750
111340,word2375
111340,word238
111340,word2389
111340,word2516
111340,word2569
111340,word281
111340,word2820
111340,word2822
111340,word2830
111340,word2852
111340,word287
111340,word307
111340,word3289
111340,word3426
111340,word434
111340,word580
111340,word602
111340,word638
111340,word679
111340,word806
111340,word813
111340,word866
111340,word918
111958,word124
111958,word1251
111958,word1318
111958,word134
111958,word1488
111958,word1533
111958,word1583
111958,word1614
111958,word1624
111958,word1625
111958,word1700
111958,word1722
111958,word201
111958,word2012
111958,word2144
111958,word230
111958,word2303
111958,word2386
111958,word246
111958,word248
111958,word2548
111958,word2566
111958,word2595
111958,word2742
111958,word2885
111958,word2928
111958,word2978
111958,word3127
111958,word554
111958,word602
111958,word66
111958,word937
111958,word965
112493,word1069
112493,word1189
112493,word1206
112493,word1378
112493,word1589
112493,word1612
112493,word1624
112493,word1756
112493,word1798
112493,word1809
112493,word1964
112493,word1978
112493,word2086
112493,word2169
112493,word2299
112493,word2540
112493,word2554
112493,word2566
112493,word2619
112493,word2622
112493,word2637
112493,word2640
112493,word2653
112493,word2684
112493,word2719
112493,word2720
112493,word2737
112493,word2941
112493,word2994
112493,word3040
112493,word3252
112493,word3430
112493,word3554
112493,word3641
112493,word543
112493,word602
112493,word636
112493,word753
112493,word807
112493,word945
11264,word139
11264,word1570
11264,word1594
11264,word1612
11264,word1734
11264,word1761
11264,word1798
11264,word1869
11264,word2082
11264,word2112
11264,word2291
11264,word2389
11264,word2461
11264,word2511
11264,word2516
11264,word2521
11264,word2586
11264,word2610
11264,word2837
11264,word2852
11264,word3109
11264,word3137
11264,word3231
11264,word462
11264,word512
11264,word553
11264,word592
11264,word66
11264,word730
11264,word732
11264,word805
11264,word853
11264,word866
11264,word983
114091,word1094
114091,word1158
114091,word1193
114091,word1227
114091,word132
114091,word1361
114091,word1513
114091,word1526
114091,word1571
114091,word1611
114091,word1624
114091,word169
114091,word170
114091,word1764
114091,word1798
114091,word1826
114091,word2135
114091,word2190
114091,word231
114091,word2375
114091,word2449
114091,word2569
114091,word2619
114091,word2734
114091,word2742
114091,word2814
114091,word3123
114091,word3250
114091,word3258
114091,word3269
114091,word3565
114091,word3614
114091,word566
114091,word592
114091,word602
114091,word644
114091,word83
11423,word1038
11423,word1111
11423,word1123
11423,word1158
11423,word1512
11423,word1513
11423,word1517
11423,word1614
11423,word1624
11423,word1654
11423,word2140
11423,word2144
11423,word2192
11423,word2569
11423,word265
11423,word2787
11423,word2813
11423,word2912
11423,word3048
11423,word3471
11423,word45
11423,word602
11423,word626
11423,word813
11423,word974
114563,word1039
114563,word1050
114563,word1164
114563,word1240
114563,word1434
114563,word1441
114563,word1560
114563,word1624
114563,word1686
114563,word169
114563,word1869
114563,word187
114563,word1971
114563,word1988
114563,word2217
114563,word2299
114563,word2301
114563,word2307
114563,word2378
114563,word2533
114563,word2616
114563,word2705
114563,word2869
114563,word2931
114563,word2989
114563,word300
114563,word3046
114563,word3229
114563,word3236
114563,word3279
114563,word3323
114563,word3458
114563,word419
114563,word536
114563,word730
114563,word88
114563,word882
114563,word966
114630,word1275
114630,word1380
114630,word1417
114630,word1580
114630,word166
114630,word1703
114630,word187
114630,word223
114630,word2234
114630,word248
114630,word2487
114630,word2566
114630,word2571
114630,word2721
114630,word2749
114630,word289
114630,word32
114630,word3214
114630,word3397
114630,word3600
114630,word39
114630,word419
114630,word491
114630,word494
114630,word546
114630,word605
114630,word66
114630,word995
11510,word1242
11510,word1421
11510,word1431
11510,word1575
11510,word1782
11510,word1847
11510,word1893
11510,word1996
11510,word2187
11510,word2265
11510,word2375
11510,word2431
11510,word2449
11510,word2605
11510,word2613
11510,word2619
11510,word2644
11510,word2658
11510,word2769
11510,word2786
11510,word2787
11510,word28
11510,word2927
11510,word2983
11510,word2997
11510,word301
11510,word3013
11510,word3059
11510,word3111
11510,word3224
11510,word3289
11510,word3477
11510,word3512
11510,word3515
11510,word3648
11510,word37
11510,word460
11510,word463
11510,word533
11510,word534
11510,word546
11510,word56
11510,word58
11510,word66
11510,word882
11510,word945
115390,word1472
115390,word1612
115390,word1620
115390,word1621
115390,word1635
115390,word1735
115390,word1831
115390,word2029
115390,word2062
115390,word2063
115390,word207
115390,word2093
115390,word211
115390,word2180
115390,word222
115390,word251
115390,word2581
115390,word2742
115390,word279
115390,word3164
115390,word3473
115390,word3536
115390,word39
115390,word40
115390,word426
115390,word536
115390,word566
115390,word66
115390,word675
115390,word709
115410,word1042
115410,word1305
115410,word132
115410,word1547
115410,word1570
115410,word1631
115410,word169
115410,word17
115410,word2144
115410,word2274
115410,word2299
115410,word2343
115410,word2345
115410,word238
115410,word2437
115410,word2491
115410,word2540
115410,word2566
115410,word2600
115410,word2619
115410,word2661
115410,word2706
115410,word2868
115410,word3164
115410,word3190
115410,word3468
115410,word456
115410,word555
115410,word601
115410,word730
115410,word732
115410,word817
115410,word877
115410,word89
115971,word1
115971,word1012
115971,word1030
115971,word1064
115971,word111
115971,word1383
115971,word1624
115971,word170
115971,word1788
115971,word1910
115971,word1932
115971,word2011
115971,word2124
115971,word2328
115971,word248
115971,word2569
115971,word2587
115971,word2757
115971,word2886
115971,word3278
115971,word3573
115971,word434
115971,word460
115971,word580
115971,word602
115971,word66
115971,word673
115971,word679
115971,word700
115971,word918
115971,word950
116087,word1105
116087,word1246
116087,word1333
116087,word1344
116087,word148
116087,word1556
116087,word1579
116087,word1933
116087,word2114
116087,word212
116087,word2490
116087,word2564
116087,word2566
116087,word257
116087,word2847
116087,word3185
116087,word33
116087,word3341
116087,word3414
116087,word3473
116087,word3572
116087,word482
116087,word536
116087,word658
116087,word790
116087,word854
116087,word866
116696,word1049
116696,word1069
116696,word1151
116696,word1193
116696,word1205
116696,word1214
116696,word131
116696,word1396
116696,word14
116696,word1619
116696,word1621
116696,word1734
116696,word1843
116696,word19
116696,word1988
116696,word207
116696,word2199
116696,word2227
116696,word2273
116696,word2410
116696,word2507
116696,word2540
116696,word2622
116696,word3404
116696,word3473
116696,word3542
116696,word427
116696,word732
116696,word806
116696,word817
116696,word88
116882,word1094
116882,word1211
116882,word132
116882,word1339
116882,word1427
116882,word1516
116882,word1566
116882,word1653
116882,word166
116882,word167
116882,word1832
116882,word1869
116882,word1919
116882,word1969
116882,word211
116882,word2144
116882,word246
116882,word2498
116882,word250
116882,word2753
116882,word2920
116882,word3166
116882,word3214
116882,word3231
116882,word3259
116882,word790
116882,word965
11708,word1076
11708,word1159
11708,word1183
11708,word1304
11708,word166
11708,word1739
11708,word1982
11708,word2
11708,word2186
11708,word2187
11708,word2228
11708,word2345
11708,word2352
11708,word2377
11708,word249
11708,word2569
11708,word2601
11708,word2637
11708,word2751
11708,word2953
11708,word2978
11708,word2992
11708,word3127
11708,word3164
11708,word3468
11708,word3473
11708,word3565
11708,word3645
11708,word605
11708,word66
11708,word783
117999,word1069
117999,word1098
117999,word1157
117999,word1240
117999,word1472
117999,word1526
117999,word1625
117999,word1797
117999,word1798
117999,word1902
117999,word1917
117999,word2038
117999,word2145
117999,word2189
117999,word2616
117999,word2746
117999,word2871
117999,word2936
117999,word3289
117999,word3314
117999,word3323
117999,word3648
117999,word3672
117999,word3690
117999,word381
117999,word388
117999,word547
117999,word626
117999,word836
117999,word853
117999,word990
11805,word1012
11805,word103
11805,word1067
11805,word1083
11805,word1121
11805,word1281
11805,word1461
11805,word1517
11805,word1611
11805,word166
11805,word1933
11805,word1989
11805,word208
11805,word2172
11805,word2302
11805,word2331
11805,word2336
11805,word2430
11805,word2484
11805,word2487
11805,word2540
11805,word2566
11805,word2657
11805,word2787
11805,word3049
11805,word3084
11805,word3184
11805,word3214
11805,word3231
11805,word530
11805,word542
11805,word740
11805,word951
119174,word1109
119174,word1161
119174,word1252
119174,word1280
119174,word1437
119174,word1463
119174,word1566
119174,word1598
119174,word1620
119174,word1624
119174,word166
119174,word1734
119174,word1902
119174,word2037
119174,word2387
119174,word2571
119174,word2619
119174,word2642
119174,word2753
119174,word2869
119174,word2975
119174,word3040
119174,word3478
119174,word3600
119174,word604
119174,word630
119174,word657
119174,word700
119174,word732
119174,word807
119174,word817
119174,word836
119174,word842
119409,word1005
119409,word1012
119409,word1039
119409,word1201
119409,word1624
119409,word166
119409,word170
119409,word1739
119409,word1847
119409,word1902
119409,word211
119409,word2203
119409,word2366
119409,word243
119409,word2480
119409,word2490
119409,word2569
119409,word2595
119409,word2616
119409,word2674
119409,word2719
119409,word2735
119409,word2928
119409,word3250
119409,word33
119409,word602
119409,word616
119409,word621
119409,word66
119409,word730
119409,word806
119409,word807
119409,word836
119409,word88
119642,word103
119642,word1030
119642,word1090
119642,word1188
119642,word1218
119642,word132
119642,word1869
119642,word1871
119642,word1932
119642,word2104
119642,word2220
119642,word2225
119642,word2235
119642,word2288
119642,word2355
119642,word2702
119642,word2767
119642,word312
119642,word3499
119642,word511
119642,word512
119642,word538
119642,word572
119642,word615
119642,word655
119642,word74
119642,word740
119642,word767
119642,word77
120432,word100
120432,word1015
120432,word111
120432,word1275
120432,word1398
120432,word1635
120432,word1642
120432,word1756
120432,word1798
120432,word1809
120432,word1923
120432,word1937
120432,word2169
120432,word2232
120432,word2233
120432,word2279
120432,word2336
120432,word2435
120432,word2577
120432,word2611
120432,word2736
120432,word2819
120432,word2880
120432,word3087
120432,word334
120432,word3463
120432,word494
120432,word543
120432,word772
120432,word918
120432,word921
120432,word945
12060,word1250
12060,word1513
12060,word1570
12060,word170
12060,word1982
12060,word1988
12060,word213
12060,word2140
12060,word2305
12060,word2564
12060,word2569
12060,word2658
12060,word2714
12060,word2787
12060,word2819
12060,word3383
12060,word388
12060,word419
12060,word555
12060,word602
12060,word614
12060,word635
12060,word730
12060,word754
12060,word964
12060,word996
12247,word1308
12247,word1425
12247,word167
12247,word1787
12247,word1893
12247,word1949
12247,word2005
12247,word2086
12247,word2264
12247,word2358
12247,word2564
12247,word2664
12247,word2687
12247,word2692
12247,word2953
12247,word3016
12247,word3146
12247,word3214
12247,word3426
12247,word43
12247,word446
12247,word466
12247,word518
12247,word753
122529,word1012
122529,word1109
122529,word1132
122529,word1187
122529,word1240
122529,word1280
122529,word1309
122529,word133
122529,word1336
122529,word1917
122529,word2066
122529,word2370
122529,word2449
122529,word2577
122529,word2605
122529,word2616
122529,word2681
122529,word2734
122529,word2747
122529,word3093
122529,word3536
122529,word918
12369,word1090
12369,word1160
12369,word1612
12369,word1624
12369,word169
12369,word1739
12369,word1796
12369,word1902
12369,word1982
12369,word1985
12369,word1988
12369,word2189
12369,word2299
12369,word2311
12369,word2413
12369,word2444
12369,word2520
12369,word254
12369,word2571
12369,word2642
12369,word2719
12369,word2724
12369,word2870
12369,word295
12369,word300
12369,word3048
12369,word3093
12369,word3137
12369,word3493
12369,word3641
12369,word381
12369,word508
12369,word602
12369,word658
12369,word730
12369,word732
12369,word882
124100,word1044
124100,word1081
124100,word1132
124100,word1275
124100,word1642
124100,word1668
124100,word170
124100,word1728
124100,word1787
124100,word1869
124100,word2255
124100,word2449
124100,word2542
124100,word2564
124100,word2609
124100,word2653
124100,word2705
124100,word2736
124100,word2737
124100,word301
124100,word3083
124100,word3214
124100,word3250
124100,word3286
124100,word3360
124100,word3508
124100,word3555
124100,word402
124100,word511
124100,word730
124100,word753
124100,word945
124833,word1568
124833,word1582
124833,word1614
124833,word1616
124833,word1619
124833,word167
124833,word1798
124833,word1834
124833,word201
124833,word207
124833,word2104
124833,word2220
124833,word2288
124833,word2398
124833,word2506
124833,word2564
124833,word2571
124833,word2684
124833,word2734
124833,word2742
124833,word2753
124833,word3149
124833,word3164
124833,word3229
124833,word3473
124833,word3573
124833,word419
124833,word444
124833,word642
124833,word74
124833,word740
124833,word750
124833,word77
124833,word807
124833,word827
124833,word951
125291,word1012
125291,word1049
125291,word1387
125291,word1566
125291,word1611
125291,word1619
125291,word169
125291,word1780
125291,word2339
125291,word2434
125291,word2521
125291,word2680
125291,word2727
125291,word2751
125291,word2769
125291,word3289
125291,word3473
125291,word3507
125291,word3536
125291,word3542
125291,word3559
125291,word444
125291,word571
125291,word583
125291,word591
125291,word673
125291,word737
125291,word757
125291,word809
125291,word879
125291,word952
125615,word1336
125615,word1387
125615,word1489
125615,word1547
125615,word1664
125615,word17
125615,word170
125615,word1843
125615,word1893
125615,word1950
125615,word2003
125615,word2186
125615,word2551
125615,word2577
125615,word2615
125615,word2619
125615,word2734
125615,word2787
125615,word3017
125615,word3049
125615,word3224
125615,word3229
125615,word3318
125615,word3483
125615,word584
125615,word66
125615,word753
125615,word812
125615,word83
125615,word88
125615,word986
126894,word1214
126894,word1614
126894,word1624
126894,word167
126894,word1690
126894,word1734
126894,word178
126894,word1983
126894,word2003
126894,word201
126894,word2025
126894,word2291
126894,word248
126894,word2616
126894,word2928
126894,word3017
126894,word3066
126894,word3555
126894,word3672
126894,word371
126894,word381
126894,word44
126894,word547
126894,word554
126894,word566
126894,word644
126894,word66
126894,word740
126894,word76
126894,word817
126894,word866
126894,word879
126894,word889
126894,word952
128239,word1101
128239,word126
128239,word1301
128239,word1423
128239,word1518
128239,word1529
128239,word1567
128239,word1734
128239,word1772
128239,word1979
128239,word1994
128239,word2004
128239,word211
128239,word2341
128239,word2472
128239,word2619
128239,word2642
128239,word2753
128239,word281
128239,word2869
128239,word2885
128239,word2888
128239,word3448
128239,word3553
128239,word3580
128239,word3606
128239,word3648
128239,word535
128239,word547
128239,word823
128239,word834
128239,word879
128239,word913
128239,word996
128773,word1012
128773,word1049
128773,word1315
128773,word1355
128773,word150
128773,word1620
128773,word1932
128773,word205
128773,word2393
128773,word2546
128773,word2642
128773,word2719
128773,word2751
128773,word2757
128773,word2900
128773,word2903
128773,word2980
128773,word3116
128773,word3137
128773,word3414
128773,word390
128773,word483
128773,word580
128773,word78
128773,word866
128910,word1055
128910,word1132
128910,word1214
128910,word1253
128910,word1270
128910,word1275
128910,word1277
128910,word1363
128910,word1756
128910,word2144
128910,word2169
128910,word2267
128910,word2328
128910,word2331
128910,word2540
128910,word2564
128910,word2569
128910,word2657
128910,word2737
128910,word2839
128910,word2900
128910,word3005
128910,word3048
128910,word3083
128910,word3102
128910,word3120
128910,word3141
128910,word322
128910,word3473
128910,word472
128910,word533
128910,word564
128910,word58
128910,word602
128910,word681
128910,word809
128910,word817
130387,word1216
130387,word1456
130387,word1566
130387,word1614
130387,word1624
130387,word1635
130387,word1686
130387,word169
130387,word1727
130387,word178
130387,word1798
130387,word1983
130387,word2186
130387,word2259
130387,word2328
130387,word2367
130387,word2375
130387,word2526
130387,word2569
130387,word272
130387,word2721
130387,word2858
130387,word2928
130387,word3164
130387,word3233
130387,word3278
130387,word3350
130387,word3493
130387,word3561
130387,word3565
130387,word357
130387,word39
130387,word397
130387,word429
130387,word445
130387,word520
130387,word536
130387,word602
130387,word66
130387,word713
130387,word866
130387,word983
131492,word1240
131492,word1245
131492,word1275
131492,word1322
131492,word1326
131492,word1563
131492,word1614
131492,word2011
131492,word2086
131492,word213
131492,word2256
131492,word2258
131492,word2292
131492,word2299
131492,word2311
131492,word2331
131492,word2573
131492,word2585
131492,word2616
131492,word2662
131492,word2680
131492,word2734
131492,word2823
131492,word2869
131492,word2885
131492,word2983
131492,word3007
131492,word308
131492,word3229
131492,word3323
131492,word3428
131492,word3448
131492,word377
131492,word580
131492,word620
131492,word632
131492,word773
131492,word798
131492,word809
131492,word996
131669,word103
131669,word1240
131669,word1275
131669,word139
131669,word1578
131669,word1582
131669,word1589
131669,word172
131669,word178
131669,word1832
131669,word1999
131669,word2144
131669,word2240
131669,word2242
131669,word2243
131669,word247
131669,word2602
131669,word2619
131669,word2687
131669,word2699
131669,word2799
131669,word3020
131669,word3046
131669,word3123
131669,word3161
131669,word3214
131669,word3331
131669,word3347
131669,word3408
131669,word3430
131669,word3448
131669,word49
131669,word657
131669,word753
131669,word809
131669,word882
13229,word1085
13229,word1246
13229,word136
13229,word1556
13229,word1566
13229,word1619
13229,word170
13229,word174
13229,word1875
13229,word1893
13229,word1929
13229,word1937
13229,word2003
13229,word2092
13229,word2094
13229,word2144
13229,word2277
13229,word2336
13229,word2375
13229,word250
13229,word254
13229,word2734
13229,word2822
13229,word2830
13229,word2841
13229,word2869
13229,word2928
13229,word2953
13229,word3017
13229,word3035
13229,word3059
13229,word3089
13229,word3120
13229,word3186
13229,word3189
13229,word3229
13229,word3507
13229,word3515
13229,word3516
13229,word3580
13229,word3655
13229,word409
13229,word620
13229,word638
13229,word866
13229,word874
13229,word945
13229,word996
132458,word1017
132458,word1041
132458,word1069
132458,word1090
132458,word1155
132458,word1195
132458,word1211
132458,word1240
132458,word126
132458,word1283
132458,word152
132458,word1600
132458,word1625
132458,word1847
132458,word1933
132458,word23
132458,word2566
132458,word2619
132458,word2684
132458,word2812
132458,word3036
132458,word3123
132458,word3233
132458,word3289
132458,word3311
132458,word3378
132458,word601
132458,word610
132458,word626
132458,word730
132458,word732
132458,word806
132458,word879
132458,word941
132458,word950
132458,word974
132577,word1105
132577,word1108
132577,word1139
132577,word1214
132577,word1275
132577,word17
132577,word1764
132577,word1835
132577,word1886
132577,word2066
132577,word2144
132577,word2299
132577,word2326
132577,word2331
132577,word2343
132577,word238
132577,word2437
132577,word250
132577,word2521
132577,word2571
132577,word2605
132577,word2642
132577,word2719
132577,word3137
132577,word3146
132577,word3153
132577,word3301
132577,word3479
132577,word574
132577,word687
132577,word730
132577,word732
132577,word740
132577,word950
133494,word1016
133494,word1097
133494,word1132
133494,word1135
133494,word1240
133494,word1275
133494,word1398
133494,word1472
133494,word1603
133494,word1607
133494,word167
133494,word169
133494,word1690
133494,word170
133494,word1838
133494,word227
133494,word2616
133494,word2734
133494,word2869
133494,word2885
133494,word30
133494,word3151
133494,word3229
133494,word3233
133494,word3289
133494,word3311
133494,word3386
133494,word3538
133494,word39
133494,word456
133494,word536
133494,word589
133494,word614
133494,word767
133494,word790
133494,word798
133494,word813
133494,word894
133494,word901
13423,word1061
13423,word1197
13423,word1302
13423,word1403
13423,word1472
13423,word1582
13423,word1588
13423,word1638
13423,word1941
13423,word1991
13423,word1998
13423,word2086
13423,word2228
13423,word2303
13423,word2524
13423,word2596
13423,word2684
13423,word2751
13423,word2807
13423,word286
13423,word3403
13423,word3565
13423,word579
13423,word595
13423,word597
13423,word599
13423,word655
13423,word720
13423,word725
13423,word732
13423,word745
13423,word771
13423,word805
13423,word896
137638,word1275
137638,word1423
137638,word1612
137638,word1619
137638,word167
137638,word169
137638,word178
137638,word2104
137638,word2106
137638,word211
137638,word2183
137638,word2220
137638,word2288
137638,word2328
137638,word2487
137638,word2628
137638,word3078
137638,word3214
137638,word3323
137638,word3573
137638,word419
137638,word420
137638,word559
137638,word74
137638,word750
137638,word77
137638,word806
137638,word817
138121,word103
138121,word1040
138121,word1049
138121,word1076
138121,word1197
138121,word139
138121,word1798
138121,word1843
138121,word2
138121,word2004
138121,word2032
138121,word2285
138121,word2487
138121,word2564
138121,word2566
138121,word2595
138121,word2616
138121,word2639
138121,word2684
138121,word2723
138121,word3214
138121,word338
138121,word3442
138121,word397
138121,word54
138121,word580
138121,word76
138121,word823
138121,word951
13839,word1039
13839,word115
13839,word1304
13839,word132
13839,word134
13839,word1352
13839,word1741
13839,word19
13839,word1910
13839,word1914
13839,word2094
13839,word2130
13839,word2242
13839,word2268
13839,word2388
13839,word2417
13839,word2510
13839,word2519
13839,word2553
13839,word2562
13839,word2571
13839,word2595
13839,word2734
13839,word2742
13839,word2927
13839,word3229
13839,word3231
13839,word3404
13839,word3448
13839,word3500
13839,word3543
13839,word410
13839,word490
13839,word580
13839,word583
13839,word587
13839,word730
13839,word88
13839,word939
138451,word1214
138451,word1281
138451,word1631
138451,word1636
138451,word1686
138451,word1971
138451,word1984
138451,word1988
138451,word2217
138451,word2291
138451,word2299
138451,word2449
138451,word2458
138451,word2540
138451,word2566
138451,word2593
138451,word2684
138451,word2737
138451,word3040
138451,word3042
138451,word3049
138451,word3127
138451,word3244
138451,word3289
138451,word3337
