index,V28,V29,V30,V31,V32,V33,spf_id
13998,0,1,0,0,0,0,149871
10705,0,1,0,0,0,0,530198
2448,0,1,0,0,0,0,455257
8188,0,1,0,0,0,0,706736
14711,0,1,0,0,0,0,368796
6807,0,1,0,0,0,0,418665
13267,0,1,0,0,0,0,771658
13982,0,1,0,0,0,0,430530
13899,0,1,0,0,0,0,456516
12831,0,1,0,0,0,0,706583
4209,0,1,0,0,0,0,798077
4480,0,1,0,0,0,0,408871
12796,0,1,0,0,0,0,522997
2958,0,1,0,0,0,0,14414
12962,0,1,0,0,0,0,900580
14156,0,1,0,0,0,0,232453
13731,0,1,0,0,0,0,154894
2967,0,1,0,0,0,0,599866
5344,0,1,0,0,0,0,603619
13914,0,1,0,0,0,0,761483
9320,0,1,0,0,0,0,827048
1171,0,1,0,0,0,0,971080
4899,0,1,0,0,0,0,893406
13048,0,1,0,0,0,0,777501
3459,0,1,0,0,0,0,837137
11807,0,1,0,0,0,0,445718
3832,0,1,0,0,0,0,512694
1675,0,1,0,0,0,0,700362
12391,0,1,0,0,0,0,151324
8605,0,1,0,0,0,0,386292
5281,0,1,0,0,0,0,779326
2384,0,1,0,0,0,0,418695
14038,0,1,0,0,0,0,598720
975,0,1,0,0,0,0,499467
4155,0,1,0,0,0,0,635015
10902,0,1,0,0,0,0,934797
5311,0,1,0,0,0,0,569543
2732,0,1,0,0,0,0,52558
15292,0,1,0,0,0,0,841373
15044,0,1,0,0,0,0,898982
8458,0,1,0,0,0,0,823174
10458,0,1,0,0,0,0,212963
14042,0,1,0,0,0,0,528211
10379,0,1,0,0,0,0,367302
13705,0,1,0,0,0,0,924471
2869,0,1,0,0,0,0,708975
10909,0,1,0,0,0,0,470351
581,0,1,0,0,0,0,595232
3888,0,1,0,0,0,0,365208
15400,0,1,0,0,0,0,449635
12966,0,1,0,0,0,0,465063
2600,0,1,0,0,0,0,87423
8610,0,1,0,0,0,0,562618
7236,0,1,0,0,0,0,404758
11453,0,1,0,0,0,0,986464
5393,0,1,0,0,0,0,346877
13752,0,1,0,0,0,0,280914
9154,0,1,0,0,0,0,656215
9253,0,1,0,0,0,0,657775
15290,0,1,0,0,0,0,512472
14894,0,1,0,0,0,0,277942
8381,0,1,0,0,0,0,263282
14677,0,1,0,0,0,0,70219
11653,0,1,0,0,0,0,988813
9806,0,1,0,0,0,0,327185
8296,0,1,0,0,0,0,755845
12813,0,1,0,0,0,0,227624
8055,0,1,0,0,0,0,357068
1531,0,1,0,0,0,0,224360
9305,0,1,0,0,0,0,551943
1740,0,1,0,0,0,0,856410
3610,0,1,0,0,0,0,838199
13918,0,1,0,0,0,0,541211
12087,0,1,0,0,0,0,296336
14010,0,1,0,0,0,0,319875
3749,0,1,0,0,0,0,349924
5809,0,1,0,0,0,0,572224
7049,0,1,0,0,0,0,89247
120,0,1,0,0,0,0,35887
8822,0,1,0,0,0,0,869215
2892,0,1,0,0,0,0,146561
2091,0,1,0,0,0,0,172335
4295,0,1,0,0,0,0,74106
12646,0,1,0,0,0,0,335630
3282,0,1,0,0,0,0,784857
7573,0,1,0,0,0,0,441201
8830,0,1,0,0,0,0,857491
7740,0,1,0,0,0,0,88102
13066,0,1,0,0,0,0,99706
8981,0,1,0,0,0,0,651879
8208,0,1,0,0,0,0,860264
9033,0,1,0,0,0,0,895968
3389,0,1,0,0,0,0,336069
9758,0,1,0,0,0,0,297421
1465,0,1,0,0,0,0,648818
4727,0,1,0,0,0,0,842577
8100,0,1,0,0,0,0,245105
10954,0,1,0,0,0,0,692946
12840,0,1,0,0,0,0,591119
5107,0,1,0,0,0,0,569685
11709,0,1,0,0,0,0,283374
14101,0,1,0,0,0,0,138482
9794,0,1,0,0,0,0,713539
9609,0,1,0,0,0,0,321467
4741,0,1,0,0,0,0,926935
4745,0,1,0,0,0,0,327347
2795,0,1,0,0,0,0,740860
10455,0,1,0,0,0,0,306932
11044,0,1,0,0,0,0,890475
11975,0,1,0,0,0,0,172559
5805,0,1,0,0,0,0,507550
7179,0,1,0,0,0,0,98039
14868,0,1,0,0,0,0,878343
880,0,1,0,0,0,0,614959
11342,0,1,0,0,0,0,700614
13914,0,1,0,0,0,0,249650
1590,0,1,0,0,0,0,491775
11591,0,1,0,0,0,0,972506
5477,0,1,0,0,0,0,920567
8238,0,1,0,0,0,0,815820
9828,0,1,0,0,0,0,258828
11918,0,1,0,0,0,0,505716
12596,0,1,0,0,0,0,109320
2163,0,1,0,0,0,0,565573
2662,0,1,0,0,0,0,782483
10046,0,1,0,0,0,0,724564
11230,0,1,0,0,0,0,79727
1092,0,1,0,0,0,0,150878
15119,0,1,0,0,0,0,400435
8682,0,1,0,0,0,0,455727
14893,0,1,0,0,0,0,258116
2734,0,1,0,0,0,0,113365
13282,0,1,0,0,0,0,321937
6699,0,1,0,0,0,0,332179
9097,0,1,0,0,0,0,448837
10925,0,1,0,0,0,0,478929
8059,0,1,0,0,0,0,131352
6188,0,1,0,0,0,0,452507
9288,0,1,0,0,0,0,173233
14787,0,1,0,0,0,0,137442
3870,0,1,0,0,0,0,231413
1803,0,1,0,0,0,0,317280
15235,0,1,0,0,0,0,716316
8341,0,0,1,0,0,0,692933
8106,0,0,1,0,0,0,12053
5000,0,0,1,0,0,0,288775
9108,0,0,1,0,0,0,579769
14188,0,0,1,0,0,0,42083
12409,0,0,1,0,0,0,500332
9278,0,0,1,0,0,0,644344
2025,0,0,1,0,0,0,475998
7136,0,0,1,0,0,0,560116
716,0,0,1,0,0,0,187983
11926,0,0,1,0,0,0,705634
1246,0,0,1,0,0,0,351060
13029,0,0,1,0,0,0,228666
15300,0,0,1,0,0,0,313427
13239,0,0,1,0,0,0,739790
6056,0,0,1,0,0,0,386533
1067,0,0,1,0,0,0,428222
4848,0,0,1,0,0,0,542347
12161,0,0,1,0,0,0,56837
1170,0,0,1,0,0,0,136449
15208,0,0,1,0,0,0,589445
12382,0,0,1,0,0,0,418242
10283,0,0,1,0,0,0,209896
1811,0,0,1,0,0,0,7499
7854,0,0,1,0,0,0,212246
2662,0,0,1,0,0,0,402787
8140,0,0,1,0,0,0,482435
9980,0,0,1,0,0,0,343310
11152,0,0,1,0,0,0,50852
7262,0,0,1,0,0,0,690341
11563,0,0,1,0,0,0,295670
10643,0,0,1,0,0,0,651798
7716,0,0,1,0,0,0,149907
3278,0,0,1,0,0,0,678921
2252,0,0,1,0,0,0,95612
11096,0,0,1,0,0,0,949403
4933,0,0,1,0,0,0,650901
667,0,0,1,0,0,0,676260
290,0,0,1,0,0,0,648420
8012,0,0,1,0,0,0,919620
2781,0,0,1,0,0,0,443237
8281,0,0,1,0,0,0,363025
15089,0,0,1,0,0,0,416140
7691,0,0,1,0,0,0,687810
8935,0,0,1,0,0,0,777426
15022,0,0,1,0,0,0,189103
15125,0,0,1,0,0,0,471115
6701,0,0,1,0,0,0,75615
11613,0,0,1,0,0,0,499558
6161,0,0,1,0,0,0,337794
13968,0,0,1,0,0,0,483747
1407,0,0,1,0,0,0,980449
7620,0,0,1,0,0,0,428374
3511,0,0,1,0,0,0,848284
8506,0,0,1,0,0,0,794705
10097,0,0,1,0,0,0,744280
3592,0,0,1,0,0,0,974725
1620,0,0,1,0,0,0,883537
10388,0,0,1,0,0,0,91127
12755,0,0,1,0,0,0,415862
567,0,0,1,0,0,0,427016
10674,0,0,1,0,0,0,694371
13451,0,0,1,0,0,0,127145
3391,0,0,1,0,0,0,691260
13,0,0,1,0,0,0,175100
6099,0,0,1,0,0,0,802322
10409,0,0,1,0,0,0,723781
3392,0,0,1,0,0,0,773955
12429,0,0,1,0,0,0,323846
10831,0,0,1,0,0,0,475310
13125,0,0,1,0,0,0,631723
10309,0,0,1,0,0,0,662770
3151,0,0,1,0,0,0,435579
5130,0,0,1,0,0,0,775825
8760,0,0,1,0,0,0,971817
14036,0,0,1,0,0,0,366714
7530,0,0,1,0,0,0,500063
166,0,0,1,0,0,0,326392
13333,0,0,1,0,0,0,355811
13730,0,0,1,0,0,0,374672
3196,0,0,1,0,0,0,941747
4454,0,0,1,0,0,0,600558
7612,0,0,1,0,0,0,833599
9135,0,0,1,0,0,0,870449
8643,0,0,1,0,0,0,257961
15290,0,0,1,0,0,0,856211
11418,0,0,1,0,0,0,26026
7900,0,0,1,0,0,0,149217
3542,0,0,1,0,0,0,332873
12480,0,0,1,0,0,0,212976
13250,0,0,1,0,0,0,525672
5610,0,0,1,0,0,0,621525
3006,0,0,1,0,0,0,581552
6280,0,0,1,0,0,0,313316
7970,0,0,1,0,0,0,478002
6939,0,0,1,0,0,0,122957
4921,0,0,1,0,0,0,135065
15258,0,0,1,0,0,0,694487
13366,0,0,1,0,0,0,956138
11348,0,0,1,0,0,0,254058
7479,0,0,1,0,0,0,450597
12897,0,0,1,0,0,0,91001
14151,0,0,1,0,0,0,651168
1663,0,0,1,0,0,0,144603
15605,0,0,1,0,0,0,448175
7752,0,0,1,0,0,0,362008
8165,0,0,1,0,0,0,3557
3062,0,0,1,0,0,0,374012
6795,0,0,1,0,0,0,352161
12487,0,0,1,0,0,0,770933
15206,0,0,1,0,0,0,540203
8349,0,0,1,0,0,0,82039
929,0,0,1,0,0,0,460137
9624,0,0,1,0,0,0,103651
3890,0,0,1,0,0,0,587136
1140,0,0,1,0,0,0,215231
11159,0,0,1,0,0,0,571630
5670,0,0,1,0,0,0,464157
11829,0,0,1,0,0,0,914529
5868,0,0,1,0,0,0,153261
5098,0,0,1,0,0,0,540477
179,0,0,1,0,0,0,568338
4175,0,0,1,0,0,0,516257
9616,0,0,1,0,0,0,168518
6290,0,0,1,0,0,0,366778
4339,0,0,1,0,0,0,58206
3624,0,0,1,0,0,0,2989
11209,0,0,1,0,0,0,443056
4039,0,0,1,0,0,0,707637
13546,0,0,1,0,0,0,312629
728,0,0,1,0,0,0,389872
9973,0,0,1,0,0,0,636857
6619,0,0,1,0,0,0,34878
14122,0,0,1,0,0,0,328873
9225,0,0,1,0,0,0,81557
10924,0,0,1,0,0,0,951776
13928,0,0,1,0,0,0,735991
3298,0,0,1,0,0,0,546877
10663,0,0,1,0,0,0,860873
8733,0,0,1,0,0,0,903091
10277,0,0,1,0,0,0,955474
7754,0,0,1,0,0,0,424990
15005,0,0,1,0,0,0,958828
13645,0,0,1,0,0,0,516801
3365,0,0,1,0,0,0,324033
6504,0,0,1,0,0,0,271525
2357,0,0,1,0,0,0,71037
10320,0,0,1,0,0,0,303136
2968,0,0,1,0,0,0,646072
8846,0,0,1,0,0,0,854551
10346,0,0,1,0,0,0,906530
6407,0,0,1,0,0,0,401885
1460,0,0,1,0,0,0,69244
4286,0,0,1,0,0,0,145084
12251,0,0,1,0,0,0,743295
1560,0,0,1,0,0,0,589577
14870,0,0,1,0,0,0,308534
15228,0,0,1,0,0,0,285817
4227,0,0,1,0,0,0,725109
1262,0,0,1,0,0,0,904060
5785,0,0,1,0,0,0,429313
9244,0,0,1,0,0,0,838799
323,0,0,1,0,0,0,1192
5578,0,0,1,0,0,0,922286
9086,0,0,1,0,0,0,71697
1924,0,0,1,0,0,0,497436
11308,0,0,1,0,0,0,862706
5603,0,0,1,0,0,0,405341
6410,0,0,1,0,0,0,629923
9628,0,0,1,0,0,0,608923
2129,0,0,1,0,0,0,635518
12874,0,0,1,0,0,0,75423
10585,0,0,1,0,0,0,55519
579,0,0,1,0,0,0,717150
12117,0,0,1,0,0,0,304348
2317,0,0,1,0,0,0,75647
10803,0,0,1,0,0,0,905741
9523,0,0,1,0,0,0,502223
11812,0,0,1,0,0,0,996433
14141,0,0,1,0,0,0,15334
10819,0,0,1,0,0,0,1233
5531,0,0,1,0,0,0,283547
10539,0,0,1,0,0,0,874545
13876,0,0,1,0,0,0,333888
2063,0,0,1,0,0,0,791387
7345,0,0,1,0,0,0,517648
12308,0,0,1,0,0,0,30928
2033,0,0,1,0,0,0,629650
6308,0,0,1,0,0,0,448558
3739,0,0,1,0,0,0,907005
10081,0,0,1,0,0,0,761285
7284,0,0,1,0,0,0,641045
15686,0,0,1,0,0,0,701926
14896,0,0,1,0,0,0,703714
4941,0,0,1,0,0,0,710957
12753,0,0,1,0,0,0,608262
6955,0,0,1,0,0,0,713065
600,0,0,1,0,0,0,68925
9251,0,0,1,0,0,0,998626
7116,0,0,1,0,0,0,42642
1943,0,0,1,0,0,0,253926
10833,0,0,1,0,0,0,754218
8406,0,0,1,0,0,0,516832
1237,0,0,1,0,0,0,307197
1244,0,0,1,0,0,0,902923
5386,0,0,1,0,0,0,347348
3072,0,0,1,0,0,0,697245
2643,0,0,1,0,0,0,415812
12994,0,0,1,0,0,0,497139
998,0,0,1,0,0,0,886508
8307,0,0,1,0,0,0,449693
15447,0,0,1,0,0,0,264009
10760,0,0,1,0,0,0,678622
7695,0,0,1,0,0,0,658005
7115,0,0,1,0,0,0,528271
14133,0,0,1,0,0,0,943154
5023,0,0,1,0,0,0,909962
15050,0,0,1,0,0,0,495227
11442,0,0,1,0,0,0,131018
1797,0,0,1,0,0,0,852789
12243,0,0,1,0,0,0,915694
2426,0,0,1,0,0,0,756024
6668,0,0,1,0,0,0,340708
14777,0,0,1,0,0,0,894577
10547,0,0,1,0,0,0,48486
13157,0,0,1,0,0,0,170244
6033,0,0,1,0,0,0,41723
10341,0,0,1,0,0,0,57039
5069,0,0,1,0,0,0,594531
6850,0,0,1,0,0,0,99340
11132,0,0,1,0,0,0,476194
4466,0,0,1,0,0,0,91066
3317,0,0,1,0,0,0,403571
6151,0,0,1,0,0,0,863340
9945,0,0,1,0,0,0,806219
6553,0,0,1,0,0,0,442795
4709,0,0,1,0,0,0,380124
11096,0,0,1,0,0,0,621260
6037,0,0,1,0,0,0,993273
10683,0,0,1,0,0,0,995665
7360,0,0,1,0,0,0,99147
2861,0,0,1,0,0,0,709605
2803,0,0,1,0,0,0,83333
5111,0,0,1,0,0,0,892753
10123,0,0,1,0,0,0,992929
5172,0,0,1,0,0,0,741936
9496,0,0,1,0,0,0,448532
15380,0,0,1,0,0,0,512027
15003,0,0,1,0,0,0,510483
14485,0,0,1,0,0,0,713087
10637,0,0,1,0,0,0,81003
12918,0,0,1,0,0,0,922859
13527,0,0,1,0,0,0,479211
14306,0,0,1,0,0,0,126934
9620,0,0,1,0,0,0,684377
289,0,0,1,0,0,0,802760
9931,0,0,1,0,0,0,88196
559,0,0,1,0,0,0,608447
10002,0,0,1,0,0,0,539480
1834,0,0,1,0,0,0,389542
7764,0,0,1,0,0,0,2919
11494,0,0,1,0,0,0,38158
9137,0,0,1,0,0,0,606261
9955,0,0,1,0,0,0,934758
6381,0,0,1,0,0,0,353643
14369,0,0,1,0,0,0,480834
13950,0,0,1,0,0,0,744827
6515,0,0,1,0,0,0,307790
272,0,0,1,0,0,0,953920
4219,0,0,1,0,0,0,155756
13254,0,0,1,0,0,0,229772
13105,0,0,1,0,0,0,521251
13890,0,0,1,0,0,0,474950
13784,0,0,1,0,0,0,724742
8755,0,0,1,0,0,0,492375
8023,0,0,1,0,0,0,925585
3632,0,0,1,0,0,0,91680
6064,0,0,1,0,0,0,66898
1823,0,0,1,0,0,0,452254
2223,0,0,1,0,0,0,311944
13202,0,0,1,0,0,0,601998
11677,0,0,1,0,0,0,88734
12416,0,0,1,0,0,0,718556
5699,0,0,1,0,0,0,195870
8052,0,0,1,0,0,0,733193
6317,0,0,1,0,0,0,927642
2174,0,0,1,0,0,0,121666
11427,0,0,1,0,0,0,300083
8044,0,0,1,0,0,0,859124
14552,0,0,1,0,0,0,548402
9801,0,0,1,0,0,0,570379
2621,0,0,1,0,0,0,223360
9131,0,0,1,0,0,0,853463
5034,0,0,1,0,0,0,653002
13120,0,0,1,0,0,0,144869
7086,0,0,1,0,0,0,47822
7943,0,0,1,0,0,0,509890
8934,0,0,1,0,0,0,233042
3948,0,0,1,0,0,0,449194
14986,0,0,1,0,0,0,664096
4359,0,0,1,0,0,0,172219
3896,0,0,1,0,0,0,19844
12976,0,0,1,0,0,0,345444
15137,0,0,1,0,0,0,288909
13840,0,0,1,0,0,0,11101
1474,0,0,1,0,0,0,108607
2608,0,0,1,0,0,0,362927
8603,0,0,1,0,0,0,564250
1990,0,0,1,0,0,0,72199
3704,0,0,1,0,0,0,359788
13691,0,0,1,0,0,0,755324
8092,0,0,1,0,0,0,968361
13407,0,0,1,0,0,0,958948
13042,0,0,1,0,0,0,622787
3252,0,0,1,0,0,0,645412
909,0,0,1,0,0,0,105322
6378,0,0,1,0,0,0,71834
8175,0,0,1,0,0,0,567782
15029,0,0,1,0,0,0,833470
7319,0,0,1,0,0,0,669894
1918,0,0,1,0,0,0,518514
11035,0,0,1,0,0,0,469978
4530,0,0,1,0,0,0,857709
14311,0,0,1,0,0,0,394700
14416,0,0,1,0,0,0,211485
11759,0,0,1,0,0,0,886443
3681,0,0,1,0,0,0,997767
11381,0,0,1,0,0,0,64823
8080,0,0,1,0,0,0,580476
3383,0,0,1,0,0,0,696239
3198,0,0,1,0,0,0,761285
4274,0,0,1,0,0,0,578686
2836,0,0,1,0,0,0,952878
15529,0,0,1,0,0,0,503287
5260,0,0,1,0,0,0,970910
886,0,0,1,0,0,0,340800
4654,0,0,1,0,0,0,427962
1347,0,0,1,0,0,0,314596
12482,0,0,1,0,0,0,930747
14391,0,0,1,0,0,0,601028
5251,0,0,1,0,0,0,623354
4282,0,0,1,0,0,0,764021
755,0,0,1,0,0,0,688620
10338,0,0,1,0,0,0,286192
4253,0,0,1,0,0,0,184628
15450,0,0,1,0,0,0,581191
4154,0,0,1,0,0,0,656111
8585,0,0,1,0,0,0,730083
2312,0,0,1,0,0,0,28106
10621,0,0,1,0,0,0,271067
15114,0,0,1,0,0,0,149988
11332,0,0,1,0,0,0,885132
5816,0,0,1,0,0,0,576913
11879,0,0,1,0,0,0,8907
15328,0,0,1,0,0,0,151797
12721,0,0,1,0,0,0,944692
396,0,0,1,0,0,0,234052
3148,0,0,1,0,0,0,472751
164,0,0,1,0,0,0,784207
5740,0,0,1,0,0,0,624156
15106,0,0,1,0,0,0,614460
14392,0,0,1,0,0,0,61356
5240,0,0,1,0,0,0,974176
1698,0,0,1,0,0,0,965899
2566,0,0,1,0,0,0,665373
7838,0,0,1,0,0,0,124238
9872,0,0,1,0,0,0,278603
4471,0,0,1,0,0,0,909310
11165,0,0,1,0,0,0,82391
11260,0,0,1,0,0,0,558408
4130,0,0,1,0,0,0,769778
1608,0,0,1,0,0,0,935447
14626,0,0,1,0,0,0,315181
4845,0,0,1,0,0,0,335594
707,0,0,1,0,0,0,945664
12649,0,0,1,0,0,0,129736
570,0,0,1,0,0,0,499434
872,0,0,1,0,0,0,918960
6724,0,0,1,0,0,0,895747
4264,0,0,1,0,0,0,796222
8583,0,0,1,0,0,0,724446
8600,0,0,1,0,0,0,493985
15163,0,0,1,0,0,0,720471
13047,0,0,1,0,0,0,413804
3154,0,0,1,0,0,0,699951
8423,0,0,1,0,0,0,288901
2755,0,0,1,0,0,0,648139
4169,0,0,1,0,0,0,32882
9640,0,0,1,0,0,0,537100
6066,0,0,1,0,0,0,88049
9866,0,0,1,0,0,0,331244
14651,0,0,0,1,0,0,516648
8950,0,0,0,1,0,0,834189
8082,0,0,0,1,0,0,340790
6365,0,0,0,1,0,0,736108
14783,0,0,0,1,0,0,897966
10742,0,0,0,1,0,0,807606
4033,0,0,0,1,0,0,401608
6589,0,0,0,1,0,0,96673
5785,0,0,0,1,0,0,575008
13998,0,0,0,1,0,0,381249
15421,0,0,0,1,0,0,524806
2267,0,0,0,1,0,0,171548
5274,0,0,0,1,0,0,106329
4548,0,0,0,1,0,0,581613
5697,0,0,0,1,0,0,615103
5422,0,0,0,1,0,0,829413
811,0,0,0,1,0,0,54021
13826,0,0,0,1,0,0,798214
3464,0,0,0,1,0,0,874430
13324,0,0,0,1,0,0,992109
3735,0,0,0,1,0,0,423142
11504,0,0,0,1,0,0,33622
5926,0,0,0,1,0,0,904939
3356,0,0,0,1,0,0,133391
5072,0,0,0,1,0,0,505821
1765,0,0,0,1,0,0,15864
185,0,0,0,1,0,0,267570
14066,0,0,0,1,0,0,33900
2345,0,0,0,1,0,0,918985
8334,0,0,0,1,0,0,266002
8027,0,0,0,1,0,0,34615
9812,0,0,0,1,0,0,327953
14573,0,0,0,1,0,0,466152
5878,0,0,0,1,0,0,65808
5464,0,0,0,1,0,0,258645
3351,0,0,0,1,0,0,537553
8827,0,0,0,1,0,0,860889
10506,0,0,0,1,0,0,995655
