approach,data_path,algorithm,depth,accuracy,join_time,train_time,total_time,feature_importances,fs_time
best-ranked,CORA/paper.csv/paper_id--CORA/content.csv/paper_id,CART,2.0,0.27587535875358754,13.619014263153076,0.05343508720397949,13.672449350357056,"{'paper_id': 0.706, 'word_cited_id': 0.294}",
best-ranked,CORA/paper.csv/paper_id--CORA/content.csv/paper_id,ID3,2.0,0.080113434467678,13.619014263153076,128.01030206680298,141.62931632995605,"{}",
best-ranked,CORA/paper.csv/paper_id--CORA/content.csv/paper_id,XGBoost,2.0,0.08355610222768896,13.619014263153076,3.991698980331421,17.610713243484497,"{'paper_id': 0.544, 'word_cited_id': 0.456}",
all-in-path,WebKP 2/webpage.csv/webpage_id--WebKP 2/content.csv/webpage_id,CART,1.0,0.47092476489028207,0.8088569641113281,0.0346531867980957,0.8435101509094238,"{'webpage_id': 1.0}",
all-in-path,WebKP 2/webpage.csv/webpage_id--WebKP 2/content.csv/webpage_id,ID3,2.0,0.09113113897596656,0.8088569641113281,41.08513903617859,41.89399600028992,"{}",
all-in-path,WebKP 2/webpage.csv/webpage_id--WebKP 2/content.csv/webpage_id,XGBoost,2.0,0.34106583072100316,0.8088569641113281,1.7440049648284912,2.5528619289398193,"{'webpage_id': 0.689, 'word_cited_id': 0.311}",
best-ranked,WebKP 2/webpage.csv/webpage_id--WebKP 2/content.csv/webpage_id,CART,1.0,0.47092476489028207,0.8088569641113281,0.03820490837097168,0.8470618724822998,"{'webpage_id': 1.0}",
best-ranked,WebKP 2/webpage.csv/webpage_id--WebKP 2/content.csv/webpage_id,ID3,2.0,0.09113113897596656,0.8088569641113281,40.15606498718262,40.964921951293945,"{}",
best-ranked,WebKP 2/webpage.csv/webpage_id--WebKP 2/content.csv/webpage_id,XGBoost,2.0,0.34106583072100316,0.8088569641113281,1.5709550380706787,2.379812002182007,"{'webpage_id': 0.689, 'word_cited_id': 0.311}",
all-in-path,PubMed_Diabetes/paper.csv/paper_id--PubMed_Diabetes/cites.csv/cites_paper_id,CART,3.0,0.1924683519552785,229.7778980731964,0.17940282821655273,229.95730090141296,"{'paper_id': 0.92, 'citing_paper_id': 0.059}",
all-in-path,PubMed_Diabetes/paper.csv/paper_id--PubMed_Diabetes/cites.csv/cites_paper_id,ID3,2.0,0.3993885477352648,229.7778980731964,2154.272351026535,2384.0502490997314,"{}",
all-in-path,PubMed_Diabetes/paper.csv/paper_id--PubMed_Diabetes/cites.csv/cites_paper_id,XGBoost,3.0,0.060669052169232775,229.7778980731964,11.43298888206482,241.21088695526123,"{'paper_id': 0.579, 'citing_paper_id': 0.247, 'cites_paper_id': 0.169}",
best-ranked,PubMed_Diabetes/paper.csv/paper_id--PubMed_Diabetes/cites.csv/cites_paper_id,CART,1.0,0.37612462347034026,229.7778980731964,0.07362604141235352,229.85152411460876,"{'paper_id': 1.0}",
best-ranked,PubMed_Diabetes/paper.csv/paper_id--PubMed_Diabetes/cites.csv/cites_paper_id,ID3,2.0,0.3993885477352648,229.7778980731964,1211.0962529182434,1440.8741509914398,"{}",
best-ranked,PubMed_Diabetes/paper.csv/paper_id--PubMed_Diabetes/cites.csv/cites_paper_id,XGBoost,1.0,0.06046621241264048,229.7778980731964,4.626132011413574,234.40403008460999,"{'paper_id': 1.0}",
arda,other-data/data/CiteSeer,CART,2.0,0.2222,0.03923296928405762,0.06210613250732422,210.17714309692383,"{'paper_id_content.csv': 0.783, 'paper_id_paper.csv': 0.217}",210.07580399513245
arda,other-data/data/CiteSeer,ID3,2.0,0.9476999999999999,0.03923296928405762,118.61125922203064,328.72629618644714,"{}",210.07580399513245
arda,other-data/data/CiteSeer,XGBoost,2.0,0.4202,0.03923296928405762,4.546078205108643,214.66111516952515,"{'paper_id_content.csv': 1.0}",210.07580399513245
arda,other-data/data/CORA,CART,4.0,0.3283,0.02609992027282715,0.11531996726989746,206.44019508361816,"{'paper_id_paper.csv': 0.464, 'paper_id_content.csv': 0.473, 'citing_paper_id_cites.csv': 0.068}",206.29877519607544
arda,other-data/data/CORA,ID3,2.0,0.9333,0.02609992027282715,146.25308275222778,352.57795786857605,"{}",206.29877519607544
arda,other-data/data/CORA,XGBoost,4.0,0.7973000000000001,0.02609992027282715,13.958452939987183,220.28332805633545,"{'paper_id_paper.csv': 0.534, 'word_cited_id_content.csv': 0.183, 'citing_paper_id_cites.csv': 0.285}",206.29877519607544
arda,other-data/decision-trees-split/football,CART,2.0,0.8413203534031414,0.021390676498413086,0.011240005493164062,111.02016472816467,"{'strong_score_strong_team.csv': 0.447, 'weak_score_weak_team.csv': 0.553}",110.9875340461731
arda,other-data/decision-trees-split/football,ID3,4.0,0.9989583333333332,0.021390676498413086,0.5170469284057617,111.52597165107727,"{}",110.9875340461731
arda,other-data/decision-trees-split/football,XGBoost,2.0,0.9989583333333332,0.021390676498413086,0.18102788925170898,111.18995261192322,"{'strong_score_strong_team.csv': 0.611, 'weak_score_weak_team.csv': 0.389}",110.9875340461731
arda,other-data/decision-trees-split/steel-plate-fault,CART,1.0,0.683480073396858,0.014523983001708984,0.012509346008300781,163.33873629570007,"{'V33_type_of_fault.csv': 1.0}",163.31170296669006
arda,other-data/decision-trees-split/steel-plate-fault,ID3,2.0,0.68328611898017,0.014523983001708984,0.05686497688293457,163.3830919265747,"{}",163.31170296669006
arda,other-data/decision-trees-split/steel-plate-fault,XGBoost,1.0,0.683480073396858,0.014523983001708984,0.1375598907470703,163.46378684043884,"{'V33_type_of_fault.csv': 1.0}",163.31170296669006
arda,other-data/decision-trees-split/titanic,CART,1.0,0.7899814471243043,0.0077288150787353516,0.010097980499267578,3.1050846576690674,"{'Sex_passenger_info.csv': 1.0}",3.0872578620910645
arda,other-data/decision-trees-split/titanic,ID3,2.0,0.6147186147186148,0.0077288150787353516,0.04956865310668945,3.1445553302764893,"{}",3.0872578620910645
arda,other-data/decision-trees-split/titanic,XGBoost,1.0,0.7899814471243043,0.0077288150787353516,0.09147906303405762,3.1864657402038574,"{'Sex_passenger_info.csv': 1.0}",3.0872578620910645
arda,other-data/data/WebKP 2,CART,2.0,0.49330000000000007,0.06294822692871094,0.029411792755126953,193.1727089881897,"{'webpage_id_content.csv': 0.573, 'citing_paper_id_cites.csv': 0.427}",193.08034896850586
arda,other-data/data/WebKP 2,ID3,2.0,0.9928999999999999,0.06294822692871094,28.371301889419556,221.51459908485413,"{}",193.08034896850586
arda,other-data/data/WebKP 2,XGBoost,2.0,0.8932,0.06294822692871094,2.8660831451416016,196.00938034057617,"{'webpage_id_content.csv': 0.596, 'citing_paper_id_cites.csv': 0.404}",193.08034896850586
join_all_ffs,other-data/data/CiteSeer,CART,1,0.217287107620103,0.038932085037231445,0.11452007293701172,4.423844337463379,"{'paper_id_content.csv': 1.0}",42.70392179489136
join_all_ffs,other-data/data/CiteSeer,XGBoost,1,0.23410821791435285,0.038932085037231445,16.4564528465271,121.18471622467041,"{'paper_id_content.csv': 1.0}",1046.8933129310608
join_all_ffs,other-data/data/CORA,CART,1,0.2729525421154328,0.026103973388671875,0.11746716499328613,5.342686176300049,"{'paper_id_paper.csv': 1.0}",51.99115037918091
join_all_ffs,other-data/data/CORA,XGBoost,1,0.3232294978267302,0.026103973388671875,20.65790891647339,194.76462292671204,"{'paper_id_paper.csv': 1.0}",1740.8061003684998
join_all_ffs,other-data/decision-trees-split/football,CART,2,0.8413203534031414,0.02412891387939453,0.005717039108276367,19.200093030929565,"{'id_football.csv': 0.447, 'date_football.csv': 0.553}",191.70247077941895
join_all_ffs,other-data/decision-trees-split/football,XGBoost,3,0.9994791666666666,0.02412891387939453,0.2435898780822754,76.6333236694336,"{'id_football.csv': 0.002, 'date_football.csv': 0.638, 'strong_team_football.csv': 0.359}",763.6560487747192
join_all_ffs,other-data/decision-trees-split/steel-plate-fault,CART,13,0.9167130762297193,0.01527714729309082,0.06730508804321289,27.177330255508423,"{'index_steel_plate_fault.csv': 0.003, 'V11_steel_plate_fault.csv': 0.036, 'V12_steel_plate_fault.csv': 0.06, 'V13_steel_plate_fault.csv': 0.007, 'V14_steel_plate_fault.csv': 0.172, 'V22_steel_plate_fault.csv': 0.144, 'V25_steel_plate_fault.csv': 0.21, 'V27_steel_plate_fault.csv': 0.114, 'index_type_of_fault.csv': 0.172, 'V28_type_of_fault.csv': 0.032, 'V29_type_of_fault.csv': 0.006, 'V30_type_of_fault.csv': 0.005, 'V31_type_of_fault.csv': 0.022}",270.9474802017212
join_all_ffs,other-data/decision-trees-split/steel-plate-fault,XGBoost,7,0.9308781869688385,0.01527714729309082,1.5506629943847656,125.76739740371704,"{'index_steel_plate_fault.csv': 0.007, 'V11_steel_plate_fault.csv': 0.006, 'V12_steel_plate_fault.csv': 0.213, 'V13_steel_plate_fault.csv': 0.183, 'V14_steel_plate_fault.csv': 0.227, 'V22_steel_plate_fault.csv': 0.165, 'V25_steel_plate_fault.csv': 0.193, 'V27_steel_plate_fault.csv': 0.002, 'index_type_of_fault.csv': 0.004}",1242.0145726203918
join_all_ffs,other-data/decision-trees-split/titanic,CART,2,0.8011956297670583,0.008673906326293945,0.005304098129272461,0.5089092254638672,"{'PassengerId_titanic.csv': 0.905, 'Name_titanic.csv': 0.095}",4.949312210083008
join_all_ffs,other-data/decision-trees-split/titanic,XGBoost,4,0.8267676767676768,0.008673906326293945,0.3105499744415283,3.9432318210601807,"{'PassengerId_titanic.csv': 0.663, 'Name_titanic.csv': 0.047, 'Name_passenger_info.csv': 0.055, 'Sex_passenger_info.csv': 0.051, 'Age_passenger_info.csv': 0.143, 'SibSp_passenger_info.csv': 0.036}",36.240079402923584
join_all_ffs,other-data/data/WebKP 2,CART,1,0.37037608254724574,0.06844902038574219,0.13637900352478027,3.425128936767578,"{'webpage_id_content.csv': 1.0}",32.203009128570557
join_all_ffs,other-data/data/WebKP 2,XGBoost,2,0.4965590577301716,0.06844902038574219,40.20123076438904,161.04950261116028,"{'webpage_id_content.csv': 0.291, 'word_cited_id_content.csv': 0.709}",1207.798228263855
non-aug,other-data/data/CiteSeer,CART,1.0,0.20379918465402397,,0.018911123275756836,0.018911123275756836,"{'paper_id': 1.0}",
non-aug,other-data/data/CiteSeer,ID3,2.0,0.20170440068430823,,56.81110692024231,56.81110692024231,"{}",
non-aug,other-data/data/CiteSeer,XGBoost,1.0,0.1207822225457722,,0.9206850528717041,0.9206850528717041,"{'paper_id': 1.0}",
non-aug,other-data/data/CORA,CART,1.0,0.2799261992619926,,0.014287948608398438,0.014287948608398438,"{'paper_id': 1.0}",
non-aug,other-data/data/CORA,ID3,2.0,0.080113434467678,,45.31317400932312,45.31317400932312,"{}",
non-aug,other-data/data/CORA,XGBoost,1.0,0.19543255432554324,,0.9370200634002686,0.9370200634002686,"{'paper_id': 1.0}",
non-aug,other-data/decision-trees-split/football,CART,1.0,0.5037601481270475,,0.013002157211303711,0.013002157211303711,"{}",
non-aug,other-data/decision-trees-split/football,ID3,2.0,0.5190428713858425,,24.53152823448181,24.53152823448181,"{}",
non-aug,other-data/decision-trees-split/football,XGBoost,4.0,0.4733300099700897,,0.436633825302124,0.436633825302124,"{'id': 0.274, 'strong_team': 0.247, 'weak_team': 0.223, 'tournament': 0.254}",
non-aug,other-data/decision-trees-split/steel-plate-fault,CART,7.0,0.6326777689664288,,0.05183839797973633,0.05183839797973633,"{'index': 0.03, 'V5': 0.091, 'V11': 0.142, 'V12': 0.007, 'V13': 0.012, 'V14': 0.316, 'V22': 0.096, 'V25': 0.19, 'V27': 0.048}",
non-aug,other-data/decision-trees-split/steel-plate-fault,ID3,2.0,0.3479381443298969,,69.77267503738403,69.77267503738403,"{}",
non-aug,other-data/decision-trees-split/steel-plate-fault,XGBoost,9.0,0.6018001586042823,,1.9734599590301514,1.9734599590301514,"{'index': 0.067, 'V5': 0.144, 'V11': 0.141, 'V12': 0.165, 'V14': 0.272, 'V25': 0.116, 'V27': 0.094}",
non-aug,other-data/decision-trees-split/titanic,CART,1.0,0.6240199750312111,,0.013994932174682617,0.013994932174682617,"{'TicketId': 1.0}",
non-aug,other-data/decision-trees-split/titanic,ID3,2.0,0.38378277153558055,,28.24612808227539,28.24612808227539,"{}",
non-aug,other-data/decision-trees-split/titanic,XGBoost,1.0,0.5624843945068665,,0.14077210426330566,0.14077210426330566,"{'PassengerId': 0.491, 'TicketId': 0.509}"
non-aug,other-data/data/WebKP 2,CART,1.0,0.47092476489028207,,0.012028217315673828,0.012028217315673828,"{'webpage_id': 1.0}",
non-aug,other-data/data/WebKP 2,ID3,2.0,0.09113113897596656,,13.375112056732178,13.375112056732178,"{}",
non-aug,other-data/data/WebKP 2,XGBoost,1.0,0.4375261233019854,,0.37074995040893555,0.37074995040893555,"{'webpage_id': 1.0}",
