id,dif_overall,dif_attack,dif_midfield,dif_deffense,dif_bu_speed,dif_bu_passing,dif_cc_crossing,dif_cc_passing,dif_cc_shooting,dif_aggression,dif_preassure,dif_avg_age,ft_id
70615,4,4,4,3,-15,5,5,5,5,0,-5,-0.969999999999999,96
25038,2,0,2,4,-5,0,-15,0,-5,15,30,-1.16,97
65119,9,12,6,9,-5,-30,0,20,0,-25,-35,0.57,98
66664,2,1,-1,-1,25,-10,-40,40,25,25,15,-0.259999999999998,99
63193,8,14,11,6,-20,-20,15,20,6,-10,-10,-1.3,100
81883,7,2,8,7,0,-40,0,20,0,-30,-35,-0.22999999999999698,101
24784,3,2,3,1,0,5,-5,10,5,0,-10,0.530000000000001,102
48693,7,7,10,9,20,5,5,-12,0,10,20,1.23,103
4219,2,4,2,0,5,-5,15,5,10,0,10,1.14,104
42299,3,0,1,2,-20,0,-5,-5,0,0,5,1.13,105
18719,4,4,2,5,0,-3,-33,-11,0,-24,3,-0.6699999999999979,106
37158,5,7,3,3,0,-35,-5,0,0,-10,-5,-0.6599999999999971,107
26869,12,17,15,10,-3,-40,-5,-15,-30,-40,-40,1.74,108
3803,7,5,9,5,20,-20,20,20,20,-10,-15,0.10000000000000099,109
9016,0,-4,1,-5,5,30,20,5,0,25,15,0.0,110
19165,8,11,12,8,0,-25,-20,5,-40,10,25,-1.06,111
55948,2,3,3,3,0,-15,-20,-30,-25,-20,10,-1.57,112
18984,8,10,9,12,15,-40,-10,5,0,-35,15,0.10000000000000099,113
27364,3,2,8,4,-5,0,-10,0,-5,0,-10,0.35999999999999893,114
9328,12,13,6,10,0,-20,30,15,0,-25,-40,-1.2,115
9877,3,2,1,1,0,-20,-40,20,-15,-15,-25,-0.959999999999997,116
64082,0,-2,1,-2,0,-20,-20,5,5,-5,5,0.859999999999999,117
52112,0,-2,-3,4,0,-15,-5,0,-10,0,-10,0.32,118
81322,3,3,7,2,-10,-25,0,0,-4,-10,-25,0.729999999999997,119
59026,13,15,13,15,-5,-30,-30,-5,0,-25,-35,1.53,120
77317,10,10,10,10,-5,-40,-25,20,-5,-25,-5,-1.43,121
35558,1,0,0,4,0,0,0,0,0,5,40,-0.22999999999999698,122
48808,3,5,8,4,-25,-10,5,-35,-35,-40,-25,2.66,123
40517,3,1,2,0,0,20,15,-5,20,20,20,0.73,124
4232,0,-1,2,0,0,30,20,-15,40,10,10,0.7599999999999979,125
58492,0,-3,1,1,0,0,0,20,0,0,0,-0.5,126
44616,8,12,11,6,-3,-35,-10,-10,-30,-20,0,-0.0599999999999987,127
78889,2,4,3,2,-20,-30,0,0,-4,-10,-20,0.93,128
83052,3,6,2,3,-5,0,-25,0,-5,5,25,-1.93,129
79860,4,6,2,2,5,-35,10,5,10,-10,20,1.84,130
22849,2,2,0,3,0,-20,-15,-35,-30,-20,0,-1.56,131
60433,5,3,6,5,10,2,-33,-11,0,-24,-2,-0.870000000000001,132
34823,0,1,2,3,-5,-5,-5,2,0,-10,-10,-0.30000000000000104,133
57263,5,4,2,3,0,10,-5,5,0,10,-15,1.93,134
17049,1,2,2,-4,-15,5,0,0,0,20,25,-1.23,135
10796,1,6,0,-1,0,0,-10,0,0,-10,-5,-0.770000000000003,136
52151,4,6,6,4,-5,15,0,15,0,0,0,-3.37,137
38871,0,4,0,-1,20,-20,-35,25,-15,-15,-25,-1.36,138
66418,8,9,12,8,20,20,20,5,20,20,15,-0.0700000000000003,139
65341,1,1,-1,0,0,-10,10,0,40,-25,15,-0.0700000000000003,140
11101,1,2,2,1,-3,-32,23,-4,-30,-16,-28,2.37,141
57282,7,10,13,6,-20,-35,5,5,1,-10,-20,2.43,142
42475,3,6,5,5,0,5,5,-10,5,0,10,0.35999999999999893,143
58113,4,7,7,2,0,0,5,-20,0,0,-5,1.17,144
4159,1,5,1,4,5,-10,0,5,0,0,5,-0.32999999999999796,145
44515,8,10,8,9,0,5,5,5,0,10,-10,-0.10000000000000099,146
72872,4,2,5,3,16,-1,-5,12,18,9,1,-1.24,147
74094,1,-3,2,0,38,-20,11,-9,19,-20,18,-2.36,148
46563,9,8,10,8,7,-20,-27,2,28,2,6,0.43,149
14677,11,12,8,10,-28,-18,4,35,-11,-15,-31,0.27,150
81636,8,11,12,9,26,-10,-15,4,18,17,17,-0.800000000000001,151
56743,4,4,2,7,-4,-5,2,-12,16,12,-2,-1.24,152
15721,0,2,0,1,11,14,1,-1,28,11,-21,0.800000000000001,153
46001,8,11,6,7,13,-18,-4,39,30,-2,-7,0.640000000000001,154
69025,8,7,7,10,8,-28,-10,6,7,-16,18,-2.4,155
48528,4,3,6,7,2,8,2,12,-17,5,5,0.0700000000000003,156
49581,9,10,10,11,35,-15,-18,31,17,-2,14,-2.6,157
4621,1,0,1,3,-34,-18,29,-30,-15,23,-19,1.13,158
32884,2,5,2,3,1,-21,-2,24,3,11,-8,0.16,159
64086,9,8,10,8,7,-20,-27,2,28,2,6,0.43,160
6907,0,-3,-3,0,-23,-15,-8,9,-8,-10,-22,-0.57,161
20335,10,12,7,10,12,-35,15,13,-3,-18,-1,-0.969999999999999,162
4349,5,4,7,2,15,-23,17,15,8,11,-6,1.53,163
64386,11,11,13,14,14,-9,13,46,28,-5,4,-3.06,164
4804,5,8,4,2,-5,20,2,2,1,-13,-5,1.14,165
23682,5,4,6,10,-4,2,40,13,-1,-1,10,-3.43,166
75694,4,1,6,5,22,1,-1,-8,-2,0,18,-1.76,167
39501,1,0,-1,-1,5,4,1,-7,3,-12,-4,-1.26,168
49966,13,11,14,13,9,-30,30,-11,6,-23,17,-1.09,169
10752,9,8,11,6,34,-12,1,16,16,19,11,-0.19999999999999898,170
43644,1,2,2,-1,-1,-22,22,3,-10,2,-7,2.77,171
31925,2,1,0,6,18,-5,0,-16,-8,-19,13,-1.4,172
45504,7,7,9,6,-11,4,-7,21,7,-2,0,1.34,173
12104,6,4,4,5,-12,-26,-2,2,-12,-26,6,-0.640000000000001,174
38673,10,12,10,11,33,-27,-8,19,17,1,13,0.870000000000001,175
10778,9,6,12,7,8,-16,33,-22,4,-10,4,0.5800000000000021,176
12303,9,10,8,8,1,-25,0,10,14,-4,2,0.5,177
24858,11,12,10,11,-2,-26,-25,-1,4,-4,25,-1.24,178
33651,3,1,6,9,-21,-2,42,6,-1,22,-17,-2.43,179
74856,6,7,7,8,0,-23,10,24,-4,8,-4,-0.30000000000000104,180
36951,2,6,3,3,-3,2,11,7,-38,-8,-28,1.93,181
41454,5,9,2,5,-1,-13,9,4,-7,0,23,-0.93,182
2707,3,1,6,2,-16,-6,-9,5,9,4,17,0.0999999999999979,183
15098,8,8,10,11,-2,-12,9,7,-17,6,11,0.39999999999999897,184
22382,5,4,6,10,-4,2,40,13,-1,-1,10,-3.43,185
79584,2,4,-1,3,-5,-7,23,6,1,2,-1,0.27,186
15356,1,4,2,0,12,-2,-14,28,17,11,-17,0.8300000000000021,187
36689,11,10,14,18,10,-11,17,30,17,-5,23,-3.9,188
44810,5,3,5,4,6,-9,-13,5,12,-15,11,-0.460000000000001,189
56957,1,1,0,3,-20,-12,-8,-3,3,-15,12,0.460000000000001,190
34512,2,3,3,3,2,-25,-8,14,1,1,7,-0.470000000000002,191
42850,3,2,4,3,27,-16,-29,-15,6,-9,27,0.23,192
11117,2,-3,-3,-1,-26,-23,-20,-21,-28,-39,15,-0.27,193
41695,0,1,-1,-1,-21,16,-16,-20,13,2,-8,1.06,194
40272,6,5,3,7,-23,-4,-15,23,-4,-22,-27,-2.07,195
37956,2,4,-1,3,-5,-7,23,6,1,2,-1,0.27,196
56163,11,11,11,13,-15,-1,-5,9,23,10,-2,0.10000000000000099,197
27767,9,8,11,6,34,-12,1,16,16,19,11,-0.19999999999999898,198
22514,4,4,3,6,24,-3,-8,-8,12,0,18,0.57,199
65369,3,3,1,4,-17,-14,27,-23,-15,0,8,0.129999999999999,200
63626,2,-2,-2,1,6,-25,-3,-2,-13,-30,2,-0.529999999999998,201
69587,5,4,7,2,15,-23,17,15,8,11,-6,1.53,202
28823,2,3,1,5,11,3,2,22,18,3,-10,-1.7,203
7104,0,-2,0,-1,-11,-14,-1,1,-28,-11,21,-0.800000000000001,204
15082,10,13,9,7,-18,-30,-10,14,9,2,11,-1.07,205
25919,11,12,8,10,-28,-18,4,35,-11,-15,-31,0.27,206
19541,8,8,9,9,17,-15,12,-3,0,11,9,-0.800000000000001,207
27470,10,11,11,10,-1,-11,-20,12,-16,6,15,-0.5,208
20486,3,4,4,3,0,-17,-1,29,-24,-7,-8,0.7599999999999979,209
40836,4,4,2,7,-4,-5,2,-12,16,12,-2,-1.24,210
1293,0,1,-1,-4,4,2,-4,16,11,0,-19,0.84,211
34358,0,-1,1,4,-4,-2,4,-16,-11,0,19,-0.84,212
52911,8,11,12,9,26,-10,-15,4,18,17,17,-0.800000000000001,213
37429,5,9,2,5,-1,-13,9,4,-7,0,23,-0.93,214
9717,3,5,3,1,30,-2,-22,25,15,-22,25,-0.800000000000001,215
23209,4,2,3,4,-16,3,13,7,0,-3,-5,1.74,216
51462,4,4,4,4,19,11,-16,1,8,8,17,-1.73,217
34985,6,6,4,6,-1,-12,-1,1,16,-15,-15,0.16,218
25843,5,6,6,3,18,-11,6,4,-2,10,10,1.04,219
81118,1,5,-1,-1,-25,-10,17,12,-19,0,5,-1.5,220
79876,11,15,11,10,-5,-3,12,26,-3,-5,-9,0.84,221
39673,6,6,8,8,14,-13,-23,17,18,-4,13,-0.469999999999999,222
11425,10,9,10,10,32,-35,-18,2,5,-13,19,-1.33,223
42331,5,4,7,2,-17,-17,-19,10,16,2,-12,-0.140000000000001,224
51820,3,0,7,7,1,9,17,7,-2,-3,11,-3.7,225
63657,5,5,4,5,0,-3,-23,-2,3,1,3,-2.74,226
80189,1,3,-1,1,-14,10,-7,-8,12,3,9,0.19999999999999898,227
55393,7,9,8,10,10,-5,5,36,-1,8,2,0.5399999999999989,228
43752,4,6,4,1,28,6,-15,40,-10,-30,10,0.43,229
5111,5,6,7,2,-15,-18,-10,29,11,11,0,1.1,230
26932,8,9,8,9,-6,-18,25,5,-5,8,-5,0.5,231
70870,0,-1,1,1,2,-6,21,1,-8,2,-14,0.600000000000001,232
53686,2,2,1,2,38,-34,-11,-12,-6,-3,14,-0.57,233
19985,0,1,-1,-1,-2,6,-21,-1,8,-2,14,-0.600000000000001,234
43995,4,6,3,4,13,-23,16,12,-19,-3,14,-1.13,235
60760,7,5,9,6,-13,5,-16,2,12,-11,-12,0.10000000000000099,236
21049,5,6,7,5,-1,-8,3,14,-19,5,12,2.24,237
21277,1,0,0,3,38,7,8,-13,-11,-4,1,-1.86,238
76099,3,3,2,2,-33,-17,0,-25,-14,23,-15,0.23,239
11677,4,2,5,5,-1,-2,12,0,-7,-3,4,-0.460000000000001,240
8077,2,0,1,2,28,2,-31,-8,17,-13,-2,-0.629999999999999,241
57131,4,2,2,2,-34,-7,-17,1,-22,-25,-17,-0.37000000000000105,242
46989,3,7,1,5,-19,-5,-16,-9,-4,7,1,-0.0800000000000018,243
69045,1,3,1,1,10,12,35,6,-7,2,19,-0.68,244
55350,3,4,5,3,-5,8,12,32,-1,-2,-6,0.719999999999999,245
15902,1,1,2,6,34,15,22,-16,-15,-2,1,0.19999999999999898,246
19460,1,1,3,-2,11,4,-4,-1,11,1,8,-2.24,247
69602,4,3,4,3,22,14,-3,9,-6,19,24,-2.28,248
46547,1,-1,2,0,-2,-1,4,-14,10,13,-16,0.35999999999999893,249
63747,8,13,8,8,10,-20,15,0,15,20,10,1.44,250
41934,1,1,1,-2,-3,-19,-8,-18,25,-3,-1,0.0,251
14259,3,8,4,3,10,3,7,18,-1,-3,-7,1.2,252
40864,6,6,6,7,-1,-8,10,-5,6,9,10,1.28,253
81308,6,7,5,8,24,-1,-5,17,-5,13,10,0.6800000000000029,254
29674,0,-1,-1,-5,30,5,12,30,-12,9,2,-0.0399999999999991,255
50146,6,15,5,3,-9,-8,-9,4,36,10,13,1.76,256
7928,2,7,3,4,12,-9,0,30,-11,-1,-20,-0.52,257
49649,2,7,3,4,12,-9,0,30,-11,-1,-20,-0.52,258
64918,7,8,6,8,-14,-13,15,15,-2,11,21,-3.08,259
83035,0,-4,4,-1,-15,3,13,5,-2,-13,-4,0.439999999999998,260
32353,7,10,8,10,-4,-13,-7,19,5,-2,14,-0.879999999999999,261
61134,6,6,8,6,-16,-25,-4,1,-14,14,17,0.19999999999999898,262
61085,1,1,1,7,-44,-11,-7,-23,9,-36,-18,-0.280000000000001,263
23567,11,12,13,8,-25,-20,-18,15,33,19,-6,-0.32,264
41702,9,9,10,8,-7,-10,15,-17,-10,0,10,-0.48,265
18897,8,11,10,6,18,-7,3,11,31,2,-3,-0.119999999999997,266
9268,1,-3,1,-1,-5,10,-5,25,-20,-15,-5,-1.04,267
47562,6,5,10,6,-14,-21,-14,-4,6,14,2,-1.0,268
38889,16,12,16,15,-29,-17,-13,-37,11,2,-24,1.84,269
6779,3,-3,5,5,-10,-9,-10,-11,-23,3,12,-2.04,270
43613,8,13,7,11,26,-18,-6,-8,19,7,26,0.16,271
26005,4,6,4,4,-15,-23,2,-5,2,13,4,-0.32,272
10189,9,14,6,10,-18,-11,-14,-24,18,0,25,0.19999999999999898,273
61472,4,3,4,5,26,-9,-27,16,19,5,13,-0.68,274
8548,4,6,6,3,15,-4,10,-5,5,5,-5,2.16,275
45673,11,16,12,5,-31,-22,0,17,4,-1,2,0.52,276
64561,4,5,5,1,-11,-15,22,-29,0,14,28,0.12000000000000098,277
62359,5,6,2,6,9,-2,3,-20,9,3,-3,1.6,278
31299,7,7,8,9,8,-17,-14,-11,14,-16,15,-0.47999999999999704,279
48674,3,8,3,6,0,-16,0,15,0,10,-10,-0.24000000000000196,280
48855,5,7,4,5,-7,-8,-17,2,7,-3,8,0.19999999999999898,281
61403,1,1,2,3,-14,-3,-18,-10,-6,-5,-1,-1.2,282
32944,1,1,1,-3,24,0,-18,-14,-10,15,13,-0.68,283
81357,1,-3,2,6,29,-2,8,16,-14,-13,1,-0.19999999999999898,284
10227,2,2,4,1,10,9,-4,20,15,0,-3,-2.84,285
24501,6,8,8,2,-36,-16,-6,29,17,5,-5,-0.640000000000001,286
15709,4,5,1,5,0,-15,0,-15,15,0,10,0.47999999999999704,287
66351,1,3,4,2,14,-1,24,-1,11,21,21,-0.0799999999999983,288
41621,4,1,4,3,-8,5,-28,-24,6,-5,-8,-0.84,289
73002,5,12,3,11,25,4,0,30,-15,10,-10,0.44000000000000106,290
47957,0,-1,-2,1,-15,-13,-15,-2,1,-1,-7,0.12000000000000098,291
49145,3,3,4,4,10,19,21,37,6,4,4,1.72,292
62878,6,7,7,6,-16,-19,1,-10,-1,3,0,0.280000000000001,293
32341,2,1,3,5,30,6,3,-19,-3,-2,2,-1.92,294
51417,5,5,4,6,-14,-9,-9,26,-11,-6,-16,0.23999999999999802,295
9962,10,9,12,11,-8,-5,-13,1,6,10,-3,-0.68,296
5387,6,7,6,8,14,17,28,18,-17,-12,1,-1.28,297
52383,4,4,5,1,34,19,3,23,-4,19,17,1.04,298
67008,8,9,11,7,-6,-10,-3,10,14,3,-3,-2.56,299
38807,0,-1,-1,4,20,-3,7,-39,-18,-2,5,0.920000000000002,300
3705,9,6,8,9,-22,-4,-37,2,-5,-11,-24,-0.600000000000001,301
64027,6,8,8,8,0,-10,15,25,0,15,5,0.16,302
30814,6,6,4,9,-1,4,13,16,-16,-13,-6,-1.16,303
11999,9,9,11,5,33,1,-12,1,11,24,20,-2.24,304
48546,4,3,5,1,-11,4,-15,-8,4,4,1,-0.12000000000000098,305
62100,0,-1,1,1,18,14,2,-14,1,-8,-2,-0.84,306
63630,5,4,6,4,-12,9,-15,13,8,3,-10,-0.7200000000000021,307
63781,1,-1,2,0,14,5,-17,-17,13,-8,-1,-2.96,308
6088,4,1,4,3,-8,5,-28,-24,6,-5,-8,-0.84,309
12151,3,-1,7,1,3,-20,12,10,-10,7,16,0.280000000000001,310
81403,3,5,4,-3,-19,-19,-12,11,20,7,-6,1.96,311
67128,2,7,4,0,18,-3,29,2,29,16,14,2.6,312
51785,3,4,1,3,12,-8,0,0,4,-11,0,0.19999999999999898,313
18905,0,-1,1,1,18,14,2,-14,1,-8,-2,-0.84,314
30505,4,0,7,5,-27,-19,2,-16,2,-9,-9,-0.600000000000001,315
52068,2,-4,5,3,27,1,12,7,-5,-8,-16,-1.88,316
35210,1,6,-1,2,18,-1,8,3,5,23,11,0.6399999999999971,317
70384,0,-3,-1,3,4,-2,-8,3,9,20,7,0.35999999999999893,318
25573,1,0,0,2,-44,-20,8,-21,-9,-24,-9,-0.35999999999999893,319
64932,1,-3,3,3,-6,16,-10,11,-5,-9,-10,0.23999999999999802,320
3636,2,3,4,5,1,-14,-23,18,25,11,6,-0.68,321
57271,1,-2,3,-1,19,-6,12,22,-12,17,7,0.360000000000003,322
33848,6,8,4,10,12,5,5,24,-14,-17,19,-1.72,323
63001,12,13,10,16,22,0,-22,6,-3,-3,6,0.48,324
55098,12,14,14,13,-9,-19,2,13,17,25,-3,0.719999999999999,325
77936,2,4,0,5,25,20,0,15,-15,0,0,0.6800000000000029,326
56362,12,13,11,15,-8,-22,-1,2,-1,16,3,1.2,327
6428,5,7,3,2,-11,1,-4,19,27,5,-8,0.68,328
8675,8,12,9,6,0,2,18,20,-14,-8,1,1.88,329
976,2,-1,2,6,-29,-3,-22,-33,-11,-14,5,-2.4,330
58368,10,7,13,8,22,-13,11,10,14,10,10,-0.959999999999997,331
23398,1,-2,-1,4,-11,9,-17,17,-15,-19,-13,-2.76,332
29376,1,1,0,2,-12,-7,0,-15,11,11,10,0.279999999999998,333
31463,10,13,11,8,-23,-19,-22,29,23,6,10,-0.68,334
51688,0,1,1,5,0,9,-15,-2,18,-12,-9,0.0799999999999983,335
60951,8,17,8,11,-18,-12,-14,6,3,10,5,-0.52,336
56546,6,9,1,10,25,5,0,0,0,0,10,1.16,337
76755,1,-3,2,6,29,-2,8,16,-14,-13,1,-0.19999999999999898,338
17223,3,5,5,0,-43,-16,-14,-24,18,0,15,-0.9600000000000011,339
40433,5,4,5,6,11,-4,-12,-14,16,14,-1,0.32,340
76254,3,4,1,3,12,-8,0,0,4,-11,0,0.19999999999999898,341
78300,7,7,10,8,14,-5,-2,8,13,7,4,-2.8,342
15014,5,4,3,5,11,2,-24,-18,-15,-7,-18,0.35999999999999893,343
79117,3,3,2,3,-11,-27,-11,-42,0,5,6,-0.439999999999998,344
52320,2,-2,1,1,-29,-12,-7,-31,-29,-2,14,-2.48,345
66086,4,0,9,4,-11,-23,-6,0,-16,2,15,-0.9199999999999979,346
63023,5,3,4,5,8,8,2,16,-9,-8,8,-2.6,347
28201,6,10,5,7,-30,-3,-14,-24,14,11,25,0.0,348
50326,1,3,1,-3,10,-9,-18,-2,15,7,-13,1.56,349
69853,7,7,7,7,10,8,9,15,-5,-12,2,-3.4,350
45785,5,6,8,6,-12,-20,-18,10,-4,1,18,-1.36,351
57406,7,10,9,7,-20,-15,14,27,1,11,-2,0.39999999999999897,352
42246,11,15,11,9,-11,-25,7,-22,-14,-3,7,1.44,353
57842,9,7,12,6,-22,-22,-10,19,11,7,7,-0.23999999999999802,354
76900,4,3,5,1,-11,4,-15,-8,4,4,1,-0.12000000000000098,355
6396,7,8,9,9,13,10,25,18,9,9,6,0.559999999999999,356
68629,4,5,4,1,29,-11,36,21,4,14,17,2.08,357
5780,6,6,7,11,11,2,-6,7,-11,-13,16,-0.47999999999999704,358
3499,2,5,3,6,18,6,-15,30,18,4,1,0.0,359
11996,2,2,1,-3,19,6,-10,-7,-2,17,16,0.559999999999999,360
77928,0,2,1,-2,-3,-1,13,16,-2,9,9,0.719999999999999,361
60509,1,-2,-1,0,-27,2,28,-56,-15,-9,-27,2.96,362
6361,2,1,3,5,30,6,3,-19,-3,-2,2,-1.92,363
79315,3,7,0,5,25,16,8,32,8,17,8,1.28,364
48508,6,2,8,9,-3,-3,2,8,-9,0,13,-2.2,365
35529,4,7,4,4,25,3,13,5,13,7,6,1.76,366
64674,6,7,6,8,14,17,28,18,-17,-12,1,-1.28,367
74524,1,1,5,0,-25,-17,-2,10,-10,0,3,-1.32,368
5007,1,-3,2,6,29,-2,8,16,-14,-13,1,-0.19999999999999898,369
35410,3,3,2,6,31,22,-14,17,4,2,-22,1.4,370
63946,9,14,8,6,12,-15,20,22,1,14,14,-0.640000000000001,371
17859,6,7,7,6,-7,-26,-14,-14,15,29,9,2.36,372
28038,3,0,5,3,-1,-17,-13,-15,-13,-4,2,-0.5999999999999979,373
46323,7,10,7,3,8,-15,-3,28,2,7,-2,-1.8,374
